,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
194,14914342,https://www.airbnb.com/rooms/14914342,20250625193454,2025-06-26,city scrape,Three-bedroom Harvard Square condo.,"1400 sf 3.5-bedroom condo two blocks from Harvard Yard. The entire top floor of a three-story house so you get light from all four sides. Seven minutes from the Harvard Square Red Line T station. Perfect set-up for a couple with kids. The downstairs unit, exactly half the size, sold in June 2017 for over $800k.<br /><br />We use this mostly as an office so everything is set up well for working, including laser printer.<br /><br />Well-behaved dogs welcome.<br /><br />Condo docs require that we rent for at least one month.","This apartment is just steps from the Cambridge Public Library, Harvard's Fogg Art Museum, the Harvard Museum of Natural History, the Graduate School of Design, etc.",https://a0.muscache.com/pictures/bd426d1c-fd4f-421e-8191-2d1298a92b24.jpg,8944743,https://www.airbnb.com/users/show/8944743,Philip,2013-09-19,"Jupiter, FL","I teach aviation, software engineering, and data science.",within an hour,100%,75%,t,https://a0.muscache.com/im/users/8944743/profile_pic/1379642432/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/8944743/profile_pic/1379642432/original.jpg?aki_policy=profile_x_medium,Harvard Square,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,Mid-Cambridge,,42.37667,-71.11024,Entire condo,Entire home/apt,4,2.0,2 baths,3.0,3.0,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Heating"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Pets allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""First aid kit"", ""Shampoo"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Washer"", ""55 inch HDTV with Chromecast"", ""Wifi""]",$402.00,32,1125,13.0,32.0,1125.0,1125.0,30.6,1125.0,,t,1,17,35,250,2025-06-26,22,3,0,74,3,192,77184.0,2016-12-17,2025-01-29,5.0,5.0,5.0,4.95,4.95,5.0,4.91,,f,1,1,0,0,0.21
195,15023471,https://www.airbnb.com/rooms/15023471,20250625193454,2025-06-27,city scrape,Phil's Harvard & MIT Home,"Located in the heart of Harvard University, this charming Victorian apartment offers a unique and memorable stay just steps from campus landmarks and local attractions. The home's classic architecture reflects its history, while the updated interior provides modern comfort. The uniquely styled Harvard and MIT bedrooms are inspired by the spirit of their namesake universities, perfect for visitors seeking an immersive Cambridge experience.","The victorian house locates in the Mid-Cambridge with tree-lined streets of traditional wood-frame homes. It next to Harvard Square, bustling with students, tourists， and buskers, is full of gastropubs, cafes, bookshops, and boutiques. It just a few blocks to Harvard Yard, the leafy core of Harvard University.",https://a0.muscache.com/pictures/397301b6-4a66-474e-a69d-d29a1f839c7b.jpg,6627353,https://www.airbnb.com/users/show/6627353,Zheng,2013-05-28,"Cambridge, MA","Passion: Fine Art, Music and Philosophy
Lived and traveled to lots of places in the world: Shanghai, Boston, San Francisco, South Aferica, Spain. 
Favorite place in Europe: Barcelona, Spain
Favorite place in the US: Cambridge, MA 
Favorite color: Traffic Cone Orange
Favorite movie: Gran Torino",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/26edeb53-2da3-4430-904c-2360f2fcbb67.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/26edeb53-2da3-4430-904c-2360f2fcbb67.jpg?aki_policy=profile_x_medium,Harvard Square,1.0,3.0,"['email', 'phone']",t,t,Neighborhood highlights,Mid-Cambridge,,42.37522,-71.11034,Entire villa,Entire home/apt,5,2.0,2 baths,2.0,2.0,"[""Baking sheet"", ""Heating"", ""Books and reading material"", ""Kitchen Aid refrigerator"", ""Luggage dropoff allowed"", ""Conditioner"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Babysitter recommendations"", ""Coffee"", ""Iron"", ""Ethernet connection"", ""Portable fans"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Free street parking"", ""Self check-in"", ""Rice maker"", ""Shampoo"", ""Kitchen Aid stainless steel gas stove"", ""Children\u2019s books and toys"", ""Kitchen Aid stainless steel oven"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Coffee maker: drip coffee maker, espresso machine"", ""Lockbox"", ""Hangers"", ""Ceiling fan"", ""Free washer \u2013 In building"", ""Crib - available upon request"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Cooking basics"", ""Hot water kettle"", ""Window AC unit"", ""Toaster"", ""Bathtub"", ""TV with standard cable"", ""Single level home"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Baby bath"", ""Dining table"", ""Carbon monoxide alarm"", ""Kitchen"", ""Free dryer \u2013 In building"", ""Long term stays allowed"", ""Wifi""]",$290.00,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,0,0,0,0,2025-06-27,263,63,6,0,63,255,73950.0,2017-06-15,2025-06-24,4.98,4.97,4.99,4.96,4.99,4.98,4.84,STR-15209,f,1,1,0,0,2.69
196,15056521,https://www.airbnb.com/rooms/15056521,20250625193454,2025-06-26,city scrape,Cambridge Vacation Rental Rooms M807 #2,"Private room in spacious,  luxurious home  with common kitchen, living and dining rooms,  porch and deck. The  3 bedroom house offers 2  rooms  (rent separately), each with private bath w/ Jacuzzi. It is decorated with a sophisticated eye & high-end materials. Close to Harvard, MIT.  Quiet street. 10 minute walk to metro. 1 stop to Harvard. 3 stops to Freedom Trail & attractions.  One queen bed and a single air mattress for a small person $30.  Read below about parking.","Very nice quiet neighborhood, very convenient to restaurants and shops and the metro.",https://a0.muscache.com/pictures/8109994b-c872-40a2-9c01-5bdd3ec44266.jpg,32532791,https://www.airbnb.com/users/show/32532791,Marie,2015-05-03,"Boston, MA","I am the owner of a small local and reputable company representing accommodations in Metro Boston since 1981 and a long-standing member of the Greater Boston Convention and Visitors Bureau, Massachusetts Lodging Association and Professional Association of Innkeepers International. We own, manage and work closely with each property owner to ensure that they meet safety standards, are well maintained, clean and in desirable locations, giving you comfort in knowing there are no scams and meeting your expectations.  Our team at Bed and Breakfast Associates Bay Colony have detailed knowledge of the accommodations and locations. We encourage phone conversations, give personal attention to each inquiry, and are totally committed to providing each guest with exceptional quality, value and customer service.  ",within a few hours,100%,86%,t,https://a0.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/32532791/profile_pic/1430696380/original.jpg?aki_policy=profile_x_medium,South End,11.0,18.0,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,The Port,,42.37019,-71.09931,Private room in home,Private room,2,1.0,1 private bath,1.0,1.0,"[""Central air conditioning"", ""Luggage dropoff allowed"", ""HDTV with standard cable"", ""Dishwasher"", ""Wine glasses"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Fire extinguisher"", ""Shared patio or balcony"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Oven"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Freezer"", ""Kitchen"", ""Outdoor dining area"", ""Hangers"", ""Lockbox"", ""Free washer \u2013 In building"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Lock on bedroom door"", ""Bathtub"", ""Stove"", ""Outdoor furniture"", ""Coffee maker: drip coffee maker"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Central heating"", ""Free dryer \u2013 In building"", ""Wifi""]",$155.00,3,14,3.0,3.0,14.0,14.0,3.0,14.0,,t,0,0,0,25,2025-06-26,53,3,0,0,5,18,2790.0,2016-10-20,2024-08-11,4.96,4.96,4.96,4.87,4.85,4.94,4.85,STR-12096,f,2,0,2,0,0.5
197,15084907,https://www.airbnb.com/rooms/15084907,20250625193454,2025-06-26,city scrape,Sunny & Spacious w/FREE parking near Kendall/MIT,"Sunny, immaculate & special apartment located in Kendall/E. Cambridge w/700 sq. ft and free parking. This 3rd floor, wood and nature inspired space is perfect for anyone seeking a productive & comfy setting. Welcome basket, plush bedding, & wifi w/separate work space included.<br /><br />Walking distance to Kendall & Lechmere trains. Steps from vibrant Kendall Sq., MIT, Galleria Mall, MOS, Charles River & lots of restaurants.","We are nestled on the edge of East Cambridge close to Lechmere, 3rd Street and Kendall Square/MIT. There's a park and community garden across the street plus lots of restaurants within walking distance.",https://a0.muscache.com/pictures/0d45d26a-0d8e-4590-ad12-88ad8b980ed4.jpg,95410982,https://www.airbnb.com/users/show/95410982,Kemi,2016-09-16,"Boston, MA","I am a lifelong Cambridge resident w/my husband and 2 kids, so I know all of the “Best Kept Secret” spots - places to eat, spots to go and Boston's hidden gems. 
 I enjoy traveling the world, curious conversations and eclectic foods. 
 I'm known for my hospitality and amazing cakes!",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/dd4177e8-5a2d-4792-8c5b-5d7e8290cb15.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dd4177e8-5a2d-4792-8c5b-5d7e8290cb15.jpg?aki_policy=profile_x_medium,Cambridge,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,East Cambridge,,42.367027,-71.079163,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Baking sheet"", ""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Laundromat nearby"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Coffee"", ""Iron"", ""Portable fans"", ""Refrigerator"", ""Dishes and silverware"", ""Suave conditioner"", ""Hair dryer"", ""Room-darkening shades"", ""43 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Hulu, Netflix"", ""Fire extinguisher"", ""Self check-in"", ""Shampoo"", ""Board games"", ""Oven"", ""Baby safety gates"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Microwave"", ""Freezer"", ""Smart lock"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Hangers"", ""Free parking on premises"", ""Crib - available upon request"", ""Hot water kettle"", ""Cooking basics"", ""Toaster"", ""Bathtub"", ""Stove"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$243.00,5,60,3.0,28.0,28.0,1125.0,13.1,675.9,,t,2,2,24,154,2025-06-26,263,23,1,123,28,230,55890.0,2016-12-28,2025-06-07,4.97,4.96,4.94,4.99,5.0,4.9,4.85,C0200780491,f,1,1,0,0,2.54
198,15125756,https://www.airbnb.com/rooms/15125756,20250625193454,2025-06-27,city scrape,Prime location Harvard/Porter Sq,"Prime location between Harvard/Porter sq. King bed, en suite bathroom, offering good value for two people.  Off street family home, quiet yet yards away from all the action. The room is mostly taken up by the bed. There is ample cupboard and drawer space for a longer stay, a wall mounted 32 inch tv with access to Netflix and other streaming. Whilst quiet at night, it can be noisy in the morning for a brief period when they collect the recycling from the restaurant behind.","Plenty of restaurants, cafes and bars are less than a minute away.",https://a0.muscache.com/pictures/558ec61f-b14a-4fb4-bd28-a36de8b5c528.jpg,3381894,https://www.airbnb.com/users/show/3381894,Serena,2012-08-26,"Cambridge, MA",,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User/original/675e6207-50da-4a2c-8aa4-5980bf0b34a6.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/675e6207-50da-4a2c-8aa4-5980bf0b34a6.jpeg?aki_policy=profile_x_medium,Cambridge,1.0,4.0,"['email', 'phone']",t,t,Neighborhood highlights,Neighborhood Nine,,42.38344166766204,-71.1213668958754,Private room in townhouse,Private room,2,1.0,1 private bath,1.0,1.0,"[""Heating"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Blender"", ""Free street parking"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Hangers"", ""32 inch TV with Netflix"", ""Shower gel"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Kitchen"", ""Wifi""]",$81.00,2,7,2.0,2.0,7.0,7.0,2.0,7.0,,t,8,13,20,82,2025-06-27,433,88,4,82,90,255,20655.0,2016-10-04,2025-06-22,4.93,4.94,4.83,4.97,4.98,4.96,4.91,,f,1,0,1,0,4.07
200,15235520,https://www.airbnb.com/rooms/15235520,20250625193454,2025-06-27,previous scrape,One Bedroom Close to MIT (1532),"Comfortably furnished private room with private en-suite bathroom. Close to MIT, Harvard, and 10 minutes from downtown Boston by train. Secure building with live-in property manager..","Property is a five minute walk from Central Square Station, just one stop from Harvard on the Red Line.",https://a0.muscache.com/pictures/e58b4fef-9667-4620-9e4a-ca201e300493.jpg,51079261,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,58.0,61.0,['phone'],t,t,Neighborhood highlights,Cambridgeport,,42.3608,-71.0991,Private room in rental unit,Private room,2,,1 private bath,1.0,,"[""Smoke alarm"", ""Refrigerator"", ""Essentials"", ""Host greets you"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Fire extinguisher"", ""Microwave"", ""Bed linens"", ""Shampoo"", ""Patio or balcony"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Iron"", ""TV"", ""Wifi""]",,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2025-06-27,57,0,0,0,0,0,,2016-10-01,2019-12-04,4.74,4.84,4.88,4.93,4.93,4.96,4.74,10794,f,23,0,23,0,0.54
206,15512578,https://www.airbnb.com/rooms/15512578,20250625193454,2025-06-27,city scrape,private studio near Harvard/MIT,"My place has everything you need for a comfortable, easy stay in Cambridge: a  keyless entry to a completely separate studio space allows you to arrive anytime after 3,  so no worries if you arrive on the late side. You''ll find a queen sized bed, microwave/fridge/coffeemaker,  streaming TV, comfortable recliner and a desk chair for when you're working.  We're walking distance from Kendal, Central, and Harvard Squares.  On street parking in our neighborhood using our visitor pass, upon request.","Our neighborhood has a mix of younger professionals, families, and students. We're right next to a city park, 5 minutes from Central Square, and walking distance from Harvard Square and Kendal Square. Central Square has a big collection of restaurants, from alternative vegetarian to Indian, Chinese, the best sushi restaurant in Cambridge, and many more.",https://a0.muscache.com/pictures/06c8955d-ffc0-402b-9c7a-2cad37ebec95.jpg,11659356,https://www.airbnb.com/users/show/11659356,Suzanne Helen,2014-01-26,"Cambridge, MA","When I travel, I want to feel comfortable and at home wherever I'm visiting, as much like I""m living there as possible.  That's what we've created here: a comfortable little home smack in the middle of Cambridge, 5 minutes from the MBTA subway system, and a lovely walk to Harvard in one direction and MIT/Kendal Square in the other.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User/original/34281e62-baa3-46ff-8b63-1dd927b0f247.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User/original/34281e62-baa3-46ff-8b63-1dd927b0f247.jpeg?aki_policy=profile_x_medium,Cambridge,1.0,1.0,"['email', 'phone']",t,t,Neighborhood highlights,The Port,,42.36672,-71.09938,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""Hair dryer"", ""Fire extinguisher"", ""Free street parking"", ""Self check-in"", ""Shampoo"", ""Private entrance"", ""Extra pillows and blankets"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Smart lock"", ""Hangers"", ""TV with standard cable"", ""Shower gel"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Wifi""]",$149.00,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,,t,5,9,15,251,2025-06-27,378,48,4,87,50,255,37995.0,2017-02-05,2025-06-23,4.94,4.97,4.95,4.99,4.98,4.96,4.79,C0056470491,f,1,1,0,0,3.7
209,15788977,https://www.airbnb.com/rooms/15788977,20250625193454,2025-06-27,city scrape,1 bed apart KING Bd Harvard Square Red Line & MIT!,"Escape to our beautiful family friendly oasis in vibrant Cambridge, MA. Perfect for short-term stays, this beautifully renovated 1-bedroom, 1-bathroom unit offers comfort and convenience with a touch of urban charm. This centrally located retreat, across from Harvard Law is a walkable from Inman, Kendall, and Harvard Squares, offers easy access to Boston, Somerville, Watertown.<br /><br />If you are booking on same day, you cannot do instant book. You should go to host profile and do contact us.","Right across from the Harvard Law School and from the corner of Longy School of Music, 4 minute walk to Harvard Square, this is truly a vibrant neighborhood yet residential. You are close to everything you need  to. We have cafe's (Starbucks and hi-rise), the famous falafel store- wrappro, Cambridge commons.<br /><br />Harvard Square Redline is 5 to 6 minutes walk or less.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTU3ODg5Nzc%3D/original/70bf0e28-59fe-43de-adf1-71622fda275b.jpeg,102134649,https://www.airbnb.com/users/show/102134649,Cambridge,2016-11-01,"Cambridge, MA",A Boston based working professional who loves hosting. I love easy going friendly people. Hope to host you. ,within an hour,100%,95%,t,https://a0.muscache.com/im/pictures/user/c92d5c8d-0674-4e8a-820e-588a4f155030.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c92d5c8d-0674-4e8a-820e-588a4f155030.jpg?aki_policy=profile_x_medium,Neighborhood Nine,3.0,9.0,"['email', 'phone']",t,t,Neighborhood highlights,Neighborhood Nine,,42.37850731590697,-71.12330363980884,Entire condo,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""HDTV"", ""Baking sheet"", ""Paid washer \u2013 In building"", ""Books and reading material"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Conditioner"", ""Laundromat nearby"", ""Dishwasher"", ""Wine glasses"", ""First aid kit"", ""Iron"", ""Refrigerator"", ""Dishes and silverware"", ""Hair dryer"", ""Room-darkening shades"", ""Fire extinguisher"", ""Long term stays allowed"", ""Blender"", ""Self check-in"", ""Rice maker"", ""Shampoo"", ""Paid street parking off premises"", ""Extra pillows and blankets"", ""Paid dryer \u2013 In building"", ""Smoke alarm"", ""Essentials"", ""Body soap"", ""Hot water"", ""Drying rack for clothing"", ""Microwave"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Freezer"", ""Kitchen"", ""Lockbox"", ""Hangers"", ""Hot water kettle"", ""Cooking basics"", ""Window AC unit"", ""Toaster"", ""Bathtub"", ""Single level home"", ""Shower gel"", ""Bed linens"", ""Dedicated workspace"", ""Cleaning products"", ""Dining table"", ""Carbon monoxide alarm"", ""Central heating"", ""Indoor fireplace"", ""Wifi""]",$303.00,30,500,5.0,30.0,500.0,500.0,27.2,500.0,,t,4,32,32,178,2025-06-27,89,11,1,32,7,255,77265.0,2016-12-02,2025-05-29,4.84,4.92,4.91,4.83,4.91,4.98,4.7,C0191060491,f,2,2,0,0,0.85
211,15826847,https://www.airbnb.com/rooms/15826847,20250625193454,2025-06-27,previous scrape,One Bedroom Short Walk to Harvard (Rm 3),"Comfortably furnished single room with en-suite bathroom, refrigerator and microwave. Perfect for professionals. Twelve minute walk from Harvard Square. Secure building with live-in property manager.",,https://a0.muscache.com/pictures/4c6b4dcb-5d19-432a-8d1b-4330cabcf1b4.jpg,51079261,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,58.0,61.0,['phone'],t,t,,Riverside,,42.36727,-71.10781,Private room in rental unit,Private room,1,,1 private bath,1.0,,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Bed linens"", ""Shampoo"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Washer"", ""TV"", ""Wifi""]",,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2025-06-27,1,0,0,0,0,0,,2019-11-04,2019-11-04,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10863,f,23,0,23,0,0.01
212,15827795,https://www.airbnb.com/rooms/15827795,20250625193454,2025-06-27,previous scrape,One Bedroom Short Walk to Harvard (Rm 14),"Comfortably furnished single room with en-suite bathroom, refrigerator and microwave. Perfect for professionals. Twelve minute walk from Harvard Square. Secure building with live-in property manager.",,https://a0.muscache.com/pictures/e838b6f4-f25b-420b-ba34-a7897c373d11.jpg,51079261,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,58.0,61.0,['phone'],t,t,,Mid-Cambridge,,42.36932,-71.10824,Private room in rental unit,Private room,1,,1 private bath,1.0,,"[""Heating"", ""Host greets you"", ""Iron"", ""Washer"", ""Refrigerator"", ""Hair dryer"", ""Fire extinguisher"", ""Shared patio or balcony"", ""Shampoo"", ""Smoke alarm"", ""Essentials"", ""Hot water"", ""Microwave"", ""Hangers"", ""Dryer"", ""Bed linens"", ""Air conditioning"", ""Carbon monoxide alarm"", ""TV"", ""Wifi""]",,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2025-06-27,12,0,0,0,0,0,,2016-11-20,2020-02-27,4.92,4.75,4.75,4.91,4.75,4.91,4.27,10863,f,23,0,23,0,0.11
213,15881987,https://www.airbnb.com/rooms/15881987,20250625193454,2025-06-27,previous scrape,One Bedroom Short Walk to Harvard (Rm 2),"Comfortably furnished single room with en-suite bathroom, refrigerator and microwave. Perfect for professionals. Twelve minute walk from Harvard Square. Secure building with live-in property manager.",,https://a0.muscache.com/pictures/05a1eaf7-0937-4095-87b0-c2b19e26c6dd.jpg,51079261,https://www.airbnb.com/users/show/51079261,Riverside,2015-12-11,"Cambridge, MA","Temporary Housing available for College Students or Visiting Boston for Business or Pleasure. We have multiple locations throughout Cambridge/Boston. Weekly and monthly discounts for extended stay. 
2222 Mass Ave, Cambridge (a few blocks from Porter Square)
5 Lee Street, Cambridge (in the heart of Harvard Square)
11 - 15 Green Street, Cambridge ( 2 blocks from MIT and Central Square)
508 Beacon Street, Boston (across the bridge from MIT)",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d3552d0b-16a3-4bc6-aae8-9bff98768350.jpg?aki_policy=profile_x_medium,Cambridge,58.0,61.0,['phone'],t,t,,Mid-Cambridge,,42.36733,-71.10645,Private room in rental unit,Private room,1,,1 private bath,1.0,,"[""Iron"", ""Smoke alarm"", ""Essentials"", ""Host greets you"", ""Heating"", ""Hot water"", ""Hair dryer"", ""Dryer"", ""Fire extinguisher"", ""Bed linens"", ""Shampoo"", ""Hangers"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Washer"", ""TV"", ""Wifi""]",,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,0,0,0,0,2025-06-27,4,0,0,0,0,0,,2018-08-24,2019-08-31,4.75,4.75,4.75,4.5,4.5,4.75,4.75,10863,f,23,0,23,0,0.05
